train_sharpe,train_annual_return,train_crisis_return,z,th,sw,sth,ddw,ddt,cw,val_sharpe,val_annual_return,val_crisis_return,selection_score
0.39641239825975094,0.05219358542932029,0.007090078505284314,10,1.5,40,-0.05,100,-0.05,0.3,0.8436335094387498,0.1286412509011623,-0.5616345504996088,0.28460712046500125
0.3942062856179517,0.051814642468519745,0.006073072437267735,10,1.5,40,-0.05,100,-0.05,0.4,0.8387987060950901,0.12776762723087032,-0.5628358175562813,0.28305818049866704
0.39923627044263194,0.05267210519880994,0.008841892462763346,10,1.5,60,-0.03,50,-0.03,0.2,0.8505680946917181,0.12989473689682063,-0.5551574095129046,0.2864033143803604
0.39789815595514044,0.05243993184891571,0.008217907521845813,10,1.5,60,-0.03,50,-0.03,0.3,0.8467394247528558,0.12918659729327842,-0.5533890409236286,0.2856878387557116
0.3956590935180967,0.05205534374317122,0.007184841920822027,10,1.5,60,-0.03,50,-0.03,0.4,0.8436293041312766,0.128615770051151,-0.5506927344538144,0.2836665408648017
0.3992496428299124,0.0526744093618412,0.008848086335095484,10,1.5,60,-0.03,50,-0.05,0.2,0.8505680946917171,0.12989473689681974,-0.5551574095129036,0.2864200298644612
0.3979201685085763,0.052443719813310086,0.008228085993737366,10,1.5,60,-0.03,50,-0.05,0.3,0.8467394247528547,0.12918659729327797,-0.5533890409236288,0.28571535444750673
0.39569130676466785,0.0520608813856942,0.007199712085154575,10,1.5,60,-0.03,50,-0.05,0.4,0.8436293041312769,0.1286157700511512,-0.5506927344538148,0.2837068074230156
0.39901783359661913,0.05264058515777603,0.008275430200279432,10,1.5,60,-0.03,100,-0.03,0.2,0.8502026367624103,0.12982196236447097,-0.554917218830366,0.2862216328051713
0.3971728050398507,0.052322685169822414,0.007419618816284501,10,1.5,60,-0.03,100,-0.03,0.3,0.8464678586431345,0.1291309336218529,-0.5532848312341017,0.28484904163902974
0.3952560559303829,0.05199249067202483,0.006531203046287848,10,1.5,60,-0.03,100,-0.03,0.4,0.8430812262228313,0.12851111525828274,-0.5507397640319391,0.28329976335727075
0.39901783359661913,0.05264058515777603,0.008275430200279432,10,1.5,60,-0.03,100,-0.05,0.2,0.8502026367624103,0.12982196236447097,-0.554917218830366,0.2862216328051713
0.3971728050398507,0.052322685169822414,0.007419618816284501,10,1.5,60,-0.03,100,-0.05,0.3,0.8464678586431345,0.1291309336218529,-0.5532848312341017,0.28484904163902974
0.3952560559303829,0.05199249067202483,0.006531203046287848,10,1.5,60,-0.03,100,-0.05,0.4,0.8430812262228313,0.12851111525828274,-0.5507397640319391,0.28329976335727075
0.3990444668194872,0.052639382401216794,0.008753932217872906,10,1.5,60,-0.05,50,-0.03,0.2,0.856611329452971,0.1310434899427293,-0.5595859091389523,0.2846527511611162
0.3974858451854756,0.05236962843838211,0.008029010332793796,10,1.5,60,-0.05,50,-0.03,0.3,0.8565062789097049,0.13102496000900277,-0.5599042896922852,0.2827307367544183
0.3952657903137215,0.051988151525566906,0.00700442272989199,10,1.5,60,-0.05,50,-0.03,0.4,0.8563897281793822,0.13100438692360106,-0.5602490523123249,0.27998480584730634
0.3991171662782088,0.05265163634109005,0.008786870741378294,10,1.5,60,-0.05,50,-0.05,0.2,0.856611329452971,0.1310434899427293,-0.5595859091389523,0.28474362548451826
0.39759958853222843,0.05238879799534568,0.008080514472094125,10,1.5,60,-0.05,50,-0.05,0.3,0.856506278909703,0.13102496000900077,-0.5599042896922819,0.2828729159378598
0.39542380340635075,0.05201477717638081,0.007075913318867366,10,1.5,60,-0.05,50,-0.05,0.4,0.8563897281793822,0.13100438692360106,-0.5602490523123249,0.2801823222130929
0.3983177565454138,0.052520994605867566,0.007955441703536348,10,1.5,60,-0.05,100,-0.03,0.2,0.8564892872309741,0.1310143638092931,-0.5590483446197472,0.2837748738740237
